txn_date,is_stationary,amount,amount_diff,lag_1,lag_2,lag_3,lag_4,lag_5,lag_6,lag_7,lag_8,lag_9,lag_10,lag_11,lag_12,lag_13
2021-01-02,False,1965.0,1965.0,1965.0,3566.0,1989.05,2789.5,3409.0,2497.0,2630.0,3371.0,1923.75,2459.0,2006.5,2483.35,1889.25
2021-01-03,False,1790.75,1790.75,1790.75,1965.0,3566.0,1989.05,2789.5,3409.0,2497.0,2630.0,3371.0,1923.75,2459.0,2006.5,2483.35
2021-01-04,False,2199.0,2199.0,2199.0,1790.75,1965.0,3566.0,1989.05,2789.5,3409.0,2497.0,2630.0,3371.0,1923.75,2459.0,2006.5
2021-01-05,False,3429.5,3429.5,3429.5,2199.0,1790.75,1965.0,3566.0,1989.05,2789.5,3409.0,2497.0,2630.0,3371.0,1923.75,2459.0
2021-01-06,False,1876.0,1876.0,1876.0,3429.5,2199.0,1790.75,1965.0,3566.0,1989.05,2789.5,3409.0,2497.0,2630.0,3371.0,1923.75
2021-01-07,False,3440.5,3440.5,3440.5,1876.0,3429.5,2199.0,1790.75,1965.0,3566.0,1989.05,2789.5,3409.0,2497.0,2630.0,3371.0
2021-01-08,False,2101.75,2101.75,2101.75,3440.5,1876.0,3429.5,2199.0,1790.75,1965.0,3566.0,1989.05,2789.5,3409.0,2497.0,2630.0
2021-01-09,False,3058.5,3058.5,3058.5,2101.75,3440.5,1876.0,3429.5,2199.0,1790.75,1965.0,3566.0,1989.05,2789.5,3409.0,2497.0
2021-01-10,False,3219.3500000000004,3219.3500000000004,3219.3500000000004,3058.5,2101.75,3440.5,1876.0,3429.5,2199.0,1790.75,1965.0,3566.0,1989.05,2789.5,3409.0
2021-01-11,False,2413.25,2413.25,2413.25,3219.3500000000004,3058.5,2101.75,3440.5,1876.0,3429.5,2199.0,1790.75,1965.0,3566.0,1989.05,2789.5
2021-01-12,False,2467.3,2467.3,2467.3,2413.25,3219.3500000000004,3058.5,2101.75,3440.5,1876.0,3429.5,2199.0,1790.75,1965.0,3566.0,1989.05
2021-01-13,False,2657.25,2657.25,2657.25,2467.3,2413.25,3219.3500000000004,3058.5,2101.75,3440.5,1876.0,3429.5,2199.0,1790.75,1965.0,3566.0
2021-01-14,False,1901.05,1901.05,1901.05,2657.25,2467.3,2413.25,3219.3500000000004,3058.5,2101.75,3440.5,1876.0,3429.5,2199.0,1790.75,1965.0
2021-01-15,False,3051.5,3051.5,3051.5,1901.05,2657.25,2467.3,2413.25,3219.3500000000004,3058.5,2101.75,3440.5,1876.0,3429.5,2199.0,1790.75
2021-01-16,False,1922.5,1922.5,1922.5,3051.5,1901.05,2657.25,2467.3,2413.25,3219.3500000000004,3058.5,2101.75,3440.5,1876.0,3429.5,2199.0
2021-01-17,False,2224.8,2224.8,2224.8,1922.5,3051.5,1901.05,2657.25,2467.3,2413.25,3219.3500000000004,3058.5,2101.75,3440.5,1876.0,3429.5
2021-01-18,False,2149.75,2149.75,2149.75,2224.8,1922.5,3051.5,1901.05,2657.25,2467.3,2413.25,3219.3500000000004,3058.5,2101.75,3440.5,1876.0
2021-01-19,False,3352.0,3352.0,3352.0,2149.75,2224.8,1922.5,3051.5,1901.05,2657.25,2467.3,2413.25,3219.3500000000004,3058.5,2101.75,3440.5
2021-01-20,False,2993.5,2993.5,2993.5,3352.0,2149.75,2224.8,1922.5,3051.5,1901.05,2657.25,2467.3,2413.25,3219.3500000000004,3058.5,2101.75
2021-01-21,False,2459.25,2459.25,2459.25,2993.5,3352.0,2149.75,2224.8,1922.5,3051.5,1901.05,2657.25,2467.3,2413.25,3219.3500000000004,3058.5
2021-01-22,False,1758.75,1758.75,1758.75,2459.25,2993.5,3352.0,2149.75,2224.8,1922.5,3051.5,1901.05,2657.25,2467.3,2413.25,3219.3500000000004
2021-01-23,False,2402.25,2402.25,2402.25,1758.75,2459.25,2993.5,3352.0,2149.75,2224.8,1922.5,3051.5,1901.05,2657.25,2467.3,2413.25
2021-01-24,False,3029.5,3029.5,3029.5,2402.25,1758.75,2459.25,2993.5,3352.0,2149.75,2224.8,1922.5,3051.5,1901.05,2657.25,2467.3
2021-01-25,False,3294.75,3294.75,3294.75,3029.5,2402.25,1758.75,2459.25,2993.5,3352.0,2149.75,2224.8,1922.5,3051.5,1901.05,2657.25
2021-01-26,False,3079.0,3079.0,3079.0,3294.75,3029.5,2402.25,1758.75,2459.25,2993.5,3352.0,2149.75,2224.8,1922.5,3051.5,1901.05
2021-01-27,False,2167.25,2167.25,2167.25,3079.0,3294.75,3029.5,2402.25,1758.75,2459.25,2993.5,3352.0,2149.75,2224.8,1922.5,3051.5
2021-01-28,False,2374.5,2374.5,2374.5,2167.25,3079.0,3294.75,3029.5,2402.25,1758.75,2459.25,2993.5,3352.0,2149.75,2224.8,1922.5
2021-01-29,False,2386.5,2386.5,2386.5,2374.5,2167.25,3079.0,3294.75,3029.5,2402.25,1758.75,2459.25,2993.5,3352.0,2149.75,2224.8
2021-01-30,False,2611.5,2611.5,2611.5,2386.5,2374.5,2167.25,3079.0,3294.75,3029.5,2402.25,1758.75,2459.25,2993.5,3352.0,2149.75
2021-01-31,False,2883.75,2883.75,2883.75,2611.5,2386.5,2374.5,2167.25,3079.0,3294.75,3029.5,2402.25,1758.75,2459.25,2993.5,3352.0
2021-02-01,False,1929.0,1929.0,1929.0,2883.75,2611.5,2386.5,2374.5,2167.25,3079.0,3294.75,3029.5,2402.25,1758.75,2459.25,2993.5
2021-02-02,False,1778.55,1778.55,1778.55,1929.0,2883.75,2611.5,2386.5,2374.5,2167.25,3079.0,3294.75,3029.5,2402.25,1758.75,2459.25
2021-02-03,False,1893.25,1893.25,1893.25,1778.55,1929.0,2883.75,2611.5,2386.5,2374.5,2167.25,3079.0,3294.75,3029.5,2402.25,1758.75
2021-02-04,False,3470.25,3470.25,3470.25,1893.25,1778.55,1929.0,2883.75,2611.5,2386.5,2374.5,2167.25,3079.0,3294.75,3029.5,2402.25
2021-02-05,False,1865.75,1865.75,1865.75,3470.25,1893.25,1778.55,1929.0,2883.75,2611.5,2386.5,2374.5,2167.25,3079.0,3294.75,3029.5
2021-02-06,False,3174.75,3174.75,3174.75,1865.75,3470.25,1893.25,1778.55,1929.0,2883.75,2611.5,2386.5,2374.5,2167.25,3079.0,3294.75
2021-02-07,False,1940.75,1940.75,1940.75,3174.75,1865.75,3470.25,1893.25,1778.55,1929.0,2883.75,2611.5,2386.5,2374.5,2167.25,3079.0
2021-02-08,False,2512.5,2512.5,2512.5,1940.75,3174.75,1865.75,3470.25,1893.25,1778.55,1929.0,2883.75,2611.5,2386.5,2374.5,2167.25
2021-02-09,False,2966.5,2966.5,2966.5,2512.5,1940.75,3174.75,1865.75,3470.25,1893.25,1778.55,1929.0,2883.75,2611.5,2386.5,2374.5
2021-02-10,False,1806.75,1806.75,1806.75,2966.5,2512.5,1940.75,3174.75,1865.75,3470.25,1893.25,1778.55,1929.0,2883.75,2611.5,2386.5
2021-02-11,False,2223.75,2223.75,2223.75,1806.75,2966.5,2512.5,1940.75,3174.75,1865.75,3470.25,1893.25,1778.55,1929.0,2883.75,2611.5
2021-02-12,False,2522.0,2522.0,2522.0,2223.75,1806.75,2966.5,2512.5,1940.75,3174.75,1865.75,3470.25,1893.25,1778.55,1929.0,2883.75
2021-02-13,False,2027.75,2027.75,2027.75,2522.0,2223.75,1806.75,2966.5,2512.5,1940.75,3174.75,1865.75,3470.25,1893.25,1778.55,1929.0
2021-02-14,False,2883.5,2883.5,2883.5,2027.75,2522.0,2223.75,1806.75,2966.5,2512.5,1940.75,3174.75,1865.75,3470.25,1893.25,1778.55
2021-02-15,False,2161.25,2161.25,2161.25,2883.5,2027.75,2522.0,2223.75,1806.75,2966.5,2512.5,1940.75,3174.75,1865.75,3470.25,1893.25
2021-02-16,False,2051.0,2051.0,2051.0,2161.25,2883.5,2027.75,2522.0,2223.75,1806.75,2966.5,2512.5,1940.75,3174.75,1865.75,3470.25
2021-02-17,False,2443.5,2443.5,2443.5,2051.0,2161.25,2883.5,2027.75,2522.0,2223.75,1806.75,2966.5,2512.5,1940.75,3174.75,1865.75
2021-02-18,False,3329.0,3329.0,3329.0,2443.5,2051.0,2161.25,2883.5,2027.75,2522.0,2223.75,1806.75,2966.5,2512.5,1940.75,3174.75
2021-02-19,False,2115.0,2115.0,2115.0,3329.0,2443.5,2051.0,2161.25,2883.5,2027.75,2522.0,2223.75,1806.75,2966.5,2512.5,1940.75
2021-02-20,False,1750.75,1750.75,1750.75,2115.0,3329.0,2443.5,2051.0,2161.25,2883.5,2027.75,2522.0,2223.75,1806.75,2966.5,2512.5
2021-02-21,False,2325.55,2325.55,2325.55,1750.75,2115.0,3329.0,2443.5,2051.0,2161.25,2883.5,2027.75,2522.0,2223.75,1806.75,2966.5
2021-02-22,False,1981.5,1981.5,1981.5,2325.55,1750.75,2115.0,3329.0,2443.5,2051.0,2161.25,2883.5,2027.75,2522.0,2223.75,1806.75
2021-02-23,False,1882.5,1882.5,1882.5,1981.5,2325.55,1750.75,2115.0,3329.0,2443.5,2051.0,2161.25,2883.5,2027.75,2522.0,2223.75
2021-02-24,False,3452.8,3452.8,3452.8,1882.5,1981.5,2325.55,1750.75,2115.0,3329.0,2443.5,2051.0,2161.25,2883.5,2027.75,2522.0
2021-02-25,False,2705.25,2705.25,2705.25,3452.8,1882.5,1981.5,2325.55,1750.75,2115.0,3329.0,2443.5,2051.0,2161.25,2883.5,2027.75
2021-02-26,False,2878.3,2878.3,2878.3,2705.25,3452.8,1882.5,1981.5,2325.55,1750.75,2115.0,3329.0,2443.5,2051.0,2161.25,2883.5
2021-02-27,False,2227.05,2227.05,2227.05,2878.3,2705.25,3452.8,1882.5,1981.5,2325.55,1750.75,2115.0,3329.0,2443.5,2051.0,2161.25
2021-02-28,False,2911.5,2911.5,2911.5,2227.05,2878.3,2705.25,3452.8,1882.5,1981.5,2325.55,1750.75,2115.0,3329.0,2443.5,2051.0
2021-03-01,False,2122.75,2122.75,2122.75,2911.5,2227.05,2878.3,2705.25,3452.8,1882.5,1981.5,2325.55,1750.75,2115.0,3329.0,2443.5
2021-03-02,False,3300.3,3300.3,3300.3,2122.75,2911.5,2227.05,2878.3,2705.25,3452.8,1882.5,1981.5,2325.55,1750.75,2115.0,3329.0
2021-03-03,False,2177.75,2177.75,2177.75,3300.3,2122.75,2911.5,2227.05,2878.3,2705.25,3452.8,1882.5,1981.5,2325.55,1750.75,2115.0
2021-03-04,False,1812.55,1812.55,1812.55,2177.75,3300.3,2122.75,2911.5,2227.05,2878.3,2705.25,3452.8,1882.5,1981.5,2325.55,1750.75
2021-03-05,False,2552.5,2552.5,2552.5,1812.55,2177.75,3300.3,2122.75,2911.5,2227.05,2878.3,2705.25,3452.8,1882.5,1981.5,2325.55
2021-03-06,False,3199.0,3199.0,3199.0,2552.5,1812.55,2177.75,3300.3,2122.75,2911.5,2227.05,2878.3,2705.25,3452.8,1882.5,1981.5
2021-03-07,False,1862.5,1862.5,1862.5,3199.0,2552.5,1812.55,2177.75,3300.3,2122.75,2911.5,2227.05,2878.3,2705.25,3452.8,1882.5
2021-03-08,False,2102.25,2102.25,2102.25,1862.5,3199.0,2552.5,1812.55,2177.75,3300.3,2122.75,2911.5,2227.05,2878.3,2705.25,3452.8
2021-03-09,False,3251.75,3251.75,3251.75,2102.25,1862.5,3199.0,2552.5,1812.55,2177.75,3300.3,2122.75,2911.5,2227.05,2878.3,2705.25
2021-03-10,False,2073.25,2073.25,2073.25,3251.75,2102.25,1862.5,3199.0,2552.5,1812.55,2177.75,3300.3,2122.75,2911.5,2227.05,2878.3
2021-03-11,False,2758.25,2758.25,2758.25,2073.25,3251.75,2102.25,1862.5,3199.0,2552.5,1812.55,2177.75,3300.3,2122.75,2911.5,2227.05
2021-03-12,False,1840.0,1840.0,1840.0,2758.25,2073.25,3251.75,2102.25,1862.5,3199.0,2552.5,1812.55,2177.75,3300.3,2122.75,2911.5
2021-03-13,False,2047.55,2047.55,2047.55,1840.0,2758.25,2073.25,3251.75,2102.25,1862.5,3199.0,2552.5,1812.55,2177.75,3300.3,2122.75
2021-03-14,False,1922.25,1922.25,1922.25,2047.55,1840.0,2758.25,2073.25,3251.75,2102.25,1862.5,3199.0,2552.5,1812.55,2177.75,3300.3
2021-03-15,False,3497.55,3497.55,3497.55,1922.25,2047.55,1840.0,2758.25,2073.25,3251.75,2102.25,1862.5,3199.0,2552.5,1812.55,2177.75
2021-03-16,False,2116.75,2116.75,2116.75,3497.55,1922.25,2047.55,1840.0,2758.25,2073.25,3251.75,2102.25,1862.5,3199.0,2552.5,1812.55
2021-03-17,False,1735.0,1735.0,1735.0,2116.75,3497.55,1922.25,2047.55,1840.0,2758.25,2073.25,3251.75,2102.25,1862.5,3199.0,2552.5
2021-03-18,False,3285.8,3285.8,3285.8,1735.0,2116.75,3497.55,1922.25,2047.55,1840.0,2758.25,2073.25,3251.75,2102.25,1862.5,3199.0
2021-03-19,False,1809.5,1809.5,1809.5,3285.8,1735.0,2116.75,3497.55,1922.25,2047.55,1840.0,2758.25,2073.25,3251.75,2102.25,1862.5
2021-03-20,False,2182.5,2182.5,2182.5,1809.5,3285.8,1735.0,2116.75,3497.55,1922.25,2047.55,1840.0,2758.25,2073.25,3251.75,2102.25
2021-03-21,False,3007.5,3007.5,3007.5,2182.5,1809.5,3285.8,1735.0,2116.75,3497.55,1922.25,2047.55,1840.0,2758.25,2073.25,3251.75
2021-03-22,False,2857.75,2857.75,2857.75,3007.5,2182.5,1809.5,3285.8,1735.0,2116.75,3497.55,1922.25,2047.55,1840.0,2758.25,2073.25
2021-03-23,False,2028.25,2028.25,2028.25,2857.75,3007.5,2182.5,1809.5,3285.8,1735.0,2116.75,3497.55,1922.25,2047.55,1840.0,2758.25
2021-03-24,False,2055.4,2055.4,2055.4,2028.25,2857.75,3007.5,2182.5,1809.5,3285.8,1735.0,2116.75,3497.55,1922.25,2047.55,1840.0
2021-03-25,False,2485.25,2485.25,2485.25,2055.4,2028.25,2857.75,3007.5,2182.5,1809.5,3285.8,1735.0,2116.75,3497.55,1922.25,2047.55
2021-03-26,False,3162.5,3162.5,3162.5,2485.25,2055.4,2028.25,2857.75,3007.5,2182.5,1809.5,3285.8,1735.0,2116.75,3497.55,1922.25
2021-03-27,False,1778.25,1778.25,1778.25,3162.5,2485.25,2055.4,2028.25,2857.75,3007.5,2182.5,1809.5,3285.8,1735.0,2116.75,3497.55
2021-03-28,False,2705.0,2705.0,2705.0,1778.25,3162.5,2485.25,2055.4,2028.25,2857.75,3007.5,2182.5,1809.5,3285.8,1735.0,2116.75
2021-03-29,False,2984.0,2984.0,2984.0,2705.0,1778.25,3162.5,2485.25,2055.4,2028.25,2857.75,3007.5,2182.5,1809.5,3285.8,1735.0
2021-03-30,False,1773.55,1773.55,1773.55,2984.0,2705.0,1778.25,3162.5,2485.25,2055.4,2028.25,2857.75,3007.5,2182.5,1809.5,3285.8
2021-03-31,False,3291.5,3291.5,3291.5,1773.55,2984.0,2705.0,1778.25,3162.5,2485.25,2055.4,2028.25,2857.75,3007.5,2182.5,1809.5
2021-04-01,False,2497.05,2497.05,2497.05,3291.5,1773.55,2984.0,2705.0,1778.25,3162.5,2485.25,2055.4,2028.25,2857.75,3007.5,2182.5
2021-04-02,False,1795.5,1795.5,1795.5,2497.05,3291.5,1773.55,2984.0,2705.0,1778.25,3162.5,2485.25,2055.4,2028.25,2857.75,3007.5
2021-04-03,False,3266.05,3266.05,3266.05,1795.5,2497.05,3291.5,1773.55,2984.0,2705.0,1778.25,3162.5,2485.25,2055.4,2028.25,2857.75
2021-04-04,False,3400.0,3400.0,3400.0,3266.05,1795.5,2497.05,3291.5,1773.55,2984.0,2705.0,1778.25,3162.5,2485.25,2055.4,2028.25
2021-04-05,False,2488.3,2488.3,2488.3,3400.0,3266.05,1795.5,2497.05,3291.5,1773.55,2984.0,2705.0,1778.25,3162.5,2485.25,2055.4
2021-04-06,False,2214.0,2214.0,2214.0,2488.3,3400.0,3266.05,1795.5,2497.05,3291.5,1773.55,2984.0,2705.0,1778.25,3162.5,2485.25
2021-04-07,False,2195.0,2195.0,2195.0,2214.0,2488.3,3400.0,3266.05,1795.5,2497.05,3291.5,1773.55,2984.0,2705.0,1778.25,3162.5
2021-04-08,False,2034.5,2034.5,2034.5,2195.0,2214.0,2488.3,3400.0,3266.05,1795.5,2497.05,3291.5,1773.55,2984.0,2705.0,1778.25
2021-04-09,False,2950.0,2950.0,2950.0,2034.5,2195.0,2214.0,2488.3,3400.0,3266.05,1795.5,2497.05,3291.5,1773.55,2984.0,2705.0
2021-04-10,False,2274.0,2274.0,2274.0,2950.0,2034.5,2195.0,2214.0,2488.3,3400.0,3266.05,1795.5,2497.05,3291.5,1773.55,2984.0
2021-04-11,False,1773.1,1773.1,1773.1,2274.0,2950.0,2034.5,2195.0,2214.0,2488.3,3400.0,3266.05,1795.5,2497.05,3291.5,1773.55
2021-04-12,False,2031.75,2031.75,2031.75,1773.1,2274.0,2950.0,2034.5,2195.0,2214.0,2488.3,3400.0,3266.05,1795.5,2497.05,3291.5
2021-04-13,False,2002.5,2002.5,2002.5,2031.75,1773.1,2274.0,2950.0,2034.5,2195.0,2214.0,2488.3,3400.0,3266.05,1795.5,2497.05
2021-04-14,False,2757.0,2757.0,2757.0,2002.5,2031.75,1773.1,2274.0,2950.0,2034.5,2195.0,2214.0,2488.3,3400.0,3266.05,1795.5
2021-04-15,False,2067.3,2067.3,2067.3,2757.0,2002.5,2031.75,1773.1,2274.0,2950.0,2034.5,2195.0,2214.0,2488.3,3400.0,3266.05
2021-04-16,False,2179.0,2179.0,2179.0,2067.3,2757.0,2002.5,2031.75,1773.1,2274.0,2950.0,2034.5,2195.0,2214.0,2488.3,3400.0
2021-04-17,False,3287.75,3287.75,3287.75,2179.0,2067.3,2757.0,2002.5,2031.75,1773.1,2274.0,2950.0,2034.5,2195.0,2214.0,2488.3
2021-04-18,False,2442.0,2442.0,2442.0,3287.75,2179.0,2067.3,2757.0,2002.5,2031.75,1773.1,2274.0,2950.0,2034.5,2195.0,2214.0
2021-04-19,False,2467.75,2467.75,2467.75,2442.0,3287.75,2179.0,2067.3,2757.0,2002.5,2031.75,1773.1,2274.0,2950.0,2034.5,2195.0
2021-04-20,False,2405.25,2405.25,2405.25,2467.75,2442.0,3287.75,2179.0,2067.3,2757.0,2002.5,2031.75,1773.1,2274.0,2950.0,2034.5
2021-04-21,False,1930.25,1930.25,1930.25,2405.25,2467.75,2442.0,3287.75,2179.0,2067.3,2757.0,2002.5,2031.75,1773.1,2274.0,2950.0
2021-04-22,False,2023.6,2023.6,2023.6,1930.25,2405.25,2467.75,2442.0,3287.75,2179.0,2067.3,2757.0,2002.5,2031.75,1773.1,2274.0
2021-04-23,False,2176.0,2176.0,2176.0,2023.6,1930.25,2405.25,2467.75,2442.0,3287.75,2179.0,2067.3,2757.0,2002.5,2031.75,1773.1
2021-04-24,False,2601.75,2601.75,2601.75,2176.0,2023.6,1930.25,2405.25,2467.75,2442.0,3287.75,2179.0,2067.3,2757.0,2002.5,2031.75
2021-04-25,False,2144.0,2144.0,2144.0,2601.75,2176.0,2023.6,1930.25,2405.25,2467.75,2442.0,3287.75,2179.0,2067.3,2757.0,2002.5
2021-04-26,False,1962.5,1962.5,1962.5,2144.0,2601.75,2176.0,2023.6,1930.25,2405.25,2467.75,2442.0,3287.75,2179.0,2067.3,2757.0
2021-04-27,False,2271.0,2271.0,2271.0,1962.5,2144.0,2601.75,2176.0,2023.6,1930.25,2405.25,2467.75,2442.0,3287.75,2179.0,2067.3
2021-04-28,False,3410.0,3410.0,3410.0,2271.0,1962.5,2144.0,2601.75,2176.0,2023.6,1930.25,2405.25,2467.75,2442.0,3287.75,2179.0
2021-04-29,False,2851.25,2851.25,2851.25,3410.0,2271.0,1962.5,2144.0,2601.75,2176.0,2023.6,1930.25,2405.25,2467.75,2442.0,3287.75
2021-04-30,False,2709.75,2709.75,2709.75,2851.25,3410.0,2271.0,1962.5,2144.0,2601.75,2176.0,2023.6,1930.25,2405.25,2467.75,2442.0
2021-05-01,False,1774.5,1774.5,1774.5,2709.75,2851.25,3410.0,2271.0,1962.5,2144.0,2601.75,2176.0,2023.6,1930.25,2405.25,2467.75
2021-05-02,False,1977.0,1977.0,1977.0,1774.5,2709.75,2851.25,3410.0,2271.0,1962.5,2144.0,2601.75,2176.0,2023.6,1930.25,2405.25
